fname,chisqr,charge[pC],charge_err[pC],sigma[pC],sigma_err[pC],gain,gain_err
/media/robertkralik/LaCie/GainMeasurements/NNVT_PN23051100_Fridge_1300V.xml,4.725001416477343e-06,25.72506993155901,0.021444788476788195,6.260871398146145,0.021448613881689983,9511532.379008057,65650.15344033045
/media/robertkralik/LaCie/GainMeasurements/NNVT_PN23051100_Fridge_1250V.xml,8.772006995534658e-06,19.54983789859742,0.014531633120251514,4.700310571649295,0.014532972843101712,7054194.615372628,43935.985309504984
/media/robertkralik/LaCie/GainMeasurements/NNVT_PN23051100_Fridge_1200V.xml,1.7730160103403016e-05,14.398267457127043,0.010395306190085201,3.43915894327197,0.010395828334450281,5127807.895270076,31220.774420262434
/media/robertkralik/LaCie/GainMeasurements/NNVT_PN23051100_Fridge_1150V.xml,3.521989937203063e-05,10.116086317085134,0.007860015838918466,2.4498387438230917,0.007860937422836623,3703394.346066684,23940.14265805965
/media/robertkralik/LaCie/GainMeasurements/NNVT_PN23051100_Fridge_1100V.xml,6.669840648720684e-05,7.227566731937284,0.005446652874212836,1.7510213648064277,0.005447150050532229,2648062.7259937297,16595.82242862227
/media/robertkralik/LaCie/GainMeasurements/NNVT_PN23051100_Fridge_1050V.xml,0.00012411112455237708,5.183664084336532,0.0037657558954907475,1.2517494663967539,0.003766694637953102,1886841.7089291562,11437.988373123428
/media/robertkralik/LaCie/GainMeasurements/NNVT_PN23051100_Fridge_1000V.xml,0.0002523594545857637,3.6782415494940097,0.002701269826917132,0.8826519110181769,0.0027013169630323484,1322136.1320738667,8150.718271065942
/media/robertkralik/LaCie/GainMeasurements/NNVT_PN23051100_Fridge_0950V.xml,0.0004668969941711683,2.57397127031097,0.0018420731813070794,0.6246242166198094,0.0018422187430940944,946174.912367536,5622.078022399894
/media/robertkralik/LaCie/GainMeasurements/NNVT_PN23051100_Fridge_0900V.xml,0.0012677523306268998,1.7381600487713222,0.0014612817307334308,0.4278338232180615,0.0014612890695842578,657351.9504107737,4524.319726472185
